time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-25 00:00:00+00:00,221,19,6,6
2026-08-26 00:00:00+00:00,39,22,14,13
2026-08-27 00:00:00+00:00,22,14,13,13
2026-08-28 00:00:00+00:00,25,16,13,11
2026-08-29 00:00:00+00:00,21,5,14,13
2026-08-30 00:00:00+00:00,10,9,10,10
2026-08-31 00:00:00+00:00,1276,11,24,22
2026-09-01 00:00:00+00:00,109,9,29,18
2026-09-02 00:00:00+00:00,31,11,39,18
2026-09-03 00:00:00+00:00,67,18,29,5
2026-09-04 00:00:00+00:00,45,9,15,2
2026-09-05 00:00:00+00:00,63,9,7,4
2026-09-06 00:00:00+00:00,82,19,0,0
2026-09-07 00:00:00+00:00,251,10,6,5
