url_path,views_total,views_unique
/alan-turing-institute/autoemulate,57,36
/alan-turing-institute/autoemulate/pulls,30,4
/alan-turing-institute/autoemulate/pull/988/changes,14,1
/alan-turing-institute/autoemulate/pull/988,12,1
/alan-turing-institute/autoemulate/issues,9,4
/alan-turing-institute/autoemulate/pull/974,9,3
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_bayes_calibration.ipynb,8,6
/alan-turing-institute/autoemulate/compare/refactor_logging,7,1
/alan-turing-institute/autoemulate/blob/main/docs/tutorials/tasks/03_seir_bayes_calibration.ipynb,5,1
/alan-turing-institute/autoemulate/fork,4,4
